06.25941, -75.57823, Especie: Swinglea glutinosa<br>Hábito: Arbusto<br>Coord_Y: 6.2594053434<br>Coord_X: -75.578232709899851
06.26028, -75.57756, Especie: Triplaris americana<br>Hábito: Árbol<br>Coord_Y: 6.2602838713<br>Coord_X: -75.577561766679551
06.26031, -75.57764, Especie: Ceiba pentandra<br>Hábito: Árbol<br>Coord_Y: 6.2603100603<br>Coord_X: -75.577644735753211
06.26032, -75.57769, Especie: Pseudobombax septenatum<br>Hábito: Árbol<br>Coord_Y: 6.2603187327<br>Coord_X: -75.577692443086178
06.26036, -75.57783, Especie: Pseudobombax septenatum<br>Hábito: Árbol<br>Coord_Y: 6.2603579754<br>Coord_X: -75.577831201368284
06.26021, -75.57762, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2602088259<br>Coord_X: -75.577621705926447
06.26023, -75.57769, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2602306630<br>Coord_X: -75.577686323116211
06.26025, -75.57772, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2602467053<br>Coord_X: -75.577723781381991
06.26026, -75.57777, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2602561285<br>Coord_X: -75.577765622226806
06.26027, -75.57781, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2602728755<br>Coord_X: -75.577813352600245
06.26028, -75.57785, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2602837720<br>Coord_X: -75.577853363707248
06.26028, -75.57788, Especie: Acacia mangium<br>Hábito: Árbol<br>Coord_Y: 6.2602756115<br>Coord_X: -75.577883417116141
06.26030, -75.57791, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2603019661<br>Coord_X: -75.577908433995958
06.26032, -75.57797, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2603223372<br>Coord_X: -75.577972313438764
06.26034, -75.57802, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2603383543<br>Coord_X: -75.578018574581165
06.26035, -75.57811, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2603535010<br>Coord_X: -75.578112515818233
06.26037, -75.57815, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2603651515<br>Coord_X: -75.578145560092992
06.26037, -75.57817, Especie: Roystonea regia<br>Hábito: Palma<br>Coord_Y: 6.2603694740<br>Coord_X: -75.578174181979506
06.26029, -75.57809, Especie: Citrus sp<br>Hábito: Arbusto<br>Coord_Y: 6.2602933778<br>Coord_X: -75.578088136106146
06.26019, -75.57808, Especie: Yucca guatemalensis<br>Hábito: Hierba<br>Coord_Y: 6.2601942911<br>Coord_X: -75.578084185356033
06.26014, -75.57815, Especie: Dypsis lutescens<br>Hábito: Palma<br>Coord_Y: 6.2601372216<br>Coord_X: -75.578147110134495
06.26008, -75.57810, Especie: Dypsis lutescens<br>Hábito: Palma<br>Coord_Y: 6.2600802742<br>Coord_X: -75.578103116296575
06.26004, -75.57809, Especie: Euphorbia pulcherriama<br>Hábito: Arbusto<br>Coord_Y: 6.2600354345<br>Coord_X: -75.578092718209049
06.25994, -75.57813, Especie: Syzygium malaccense<br>Hábito: Árbol<br>Coord_Y: 6.2599411821<br>Coord_X: -75.578130961979269
06.25987, -75.57814, Especie: Syzygium malaccense<br>Hábito: Árbol<br>Coord_Y: 6.2598692050<br>Coord_X: -75.578144694484237
06.25981, -75.57815, Especie: Theobroma cacao<br>Hábito: Arbusto<br>Coord_Y: 6.2598097299<br>Coord_X: -75.578150393325316
06.25978, -75.57816, Especie: Theobroma cacao<br>Hábito: Árbol<br>Coord_Y: 6.2597759467<br>Coord_X: -75.578156165506357
06.25974, -75.57817, Especie: Syzygium malaccense<br>Hábito: Árbol<br>Coord_Y: 6.2597421508<br>Coord_X: -75.578166339114645
06.25971, -75.57817, Especie: Syzygium malaccense<br>Hábito: Árbol<br>Coord_Y: 6.2597068932<br>Coord_X: -75.578174307817662
