x;y;species;natural;denotation;age;family;genus;leaf_type;health;object:city;relation:site
-75,576406;6,26551031;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57643077;6,26552179;Tecoma stans;tree;university;mature;Bignoniaceae;Tecoma; ; ;Medellin;Volador
-75,57623943;6,26560754;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57642804;6,26549606;Zygia longifoia;tree;university;mature;Fabaceae;Zygia; ; ;Medellin;Volador
-75,57634393;6,26563486;Cordia alliodora;tree;university;mature;Cordiaceae;Cordia; ; ;Medellin;Volador
-75,57632522;6,26566773;Zygia longifoia;tree;university;mature;Fabaceae;Zygia; ; ;Medellin;Volador
-75,57635871;6,26575632;Caryodendron orinocense;tree;university;mature;Euphorbiaceae;Caryodendron; ; ;Medellin;Volador
-75,57636987;6,26562759;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57640102;6,2656862;Pachira aquatica;tree;university;mature;Malvaceae;Pachira; ; ;Medellin;Volador
-75,57641948;6,26560437;Pachira aquatica;tree;university;mature;Malvaceae;Pachira; ; ;Medellin;Volador
-75,57638642;6,26559739;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57643893;6,26558301;Pachira aquatica;tree;university;mature;Malvaceae;Pachira; ; ;Medellin;Volador
-75,57681108;6,26644648;Caesalpinia ebano;tree;university;mature;Fabaceae;Libidibia; ; ;Medellin;Volador
-75,57695078;6,26635918;Calliandra medellinensis;tree;university;mature;Fabaceae;Calliandra; ; ;Medellin;Volador
-75,57693243;6,26641426;Ceiba speciosa;tree;university;mature;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57786719;6,26433277;Azadirachta indica;tree;university;mature;Meliaceae;Azadirachta; ; ;Medellin;Volador
-75,57785413;6,26429802;Malpighiaceae;tree;university;mature;Malpighiaceae; ; ; ;Medellin;Volador
-75,57786573;6,26430139;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57538396;6,26306446;Astronium graveolens;tree;university;mature;Anacardiaceae;Astronium; ; ;Medellin;Volador
-75,57523945;6,26331389;Senna sp.;tree;university;mature;Fabaceae;Senna; ; ;Medellin;Volador
-75,57625237;6,26318339;Terminalia catappa;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57618252;6,263376;Persea americana;tree;university;mature;Lauraceae;Persea; ; ;Medellin;Volador
-75,57617531;6,26302256;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57617836;6,26318975;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57656894;6,26293893;Albizia saman;tree;university;mature;Fabaceae;Samanea; ; ;Medellin;Volador
-75,57657548;6,26301478;Terminalia catappa;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57782498;6,26423054;Citrus sp.;tree;university;mature;Rutaceae;Citrus; ; ;Medellin;Volador
-75,57522556;6,26346265;Stemmadenia litoralis;tree;university;mature;Apocynaceae;Tabernaemontana; ; ;Medellin;Volador
-75,57521674;6,26357525;Malpighia glabra;tree;university;mature;Malpighiaceae;Malpighia; ; ;Medellin;Volador
-75,57703703;6,26370307;Schinus terebinthifolius;tree;university;mature;Fabaceae;Schinus; ; ;Medellin;Volador
-75,57697202;6,26385539;Gmelina arborea;tree;university;mature;Lamiaceae;Gmelina; ; ;Medellin;Volador
-75,57700701;6,26369361;Trichantera gigantea;tree;university;mature;Acanthaceae;Trichanthera; ; ;Medellin;Volador
-75,57702141;6,26372222;Crescentia cujete;tree;university;mature;Bignoniaceae;Crescentia; ; ;Medellin;Volador
-75,57699868;6,2636411;Acnistus arborescens;tree;university;mature;Solanaceae;Iochroma; ; ;Medellin;Volador
-75,57697362;6,26370053;Kigelia pinnata;tree;university;mature;Bignoniaceae;Kigelia; ; ;Medellin;Volador
-75,57703682;6,26362871;Melicoccus bijugatus;tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57701843;6,26363422;Acnistus arborescens;tree;university;mature;Solanaceae;Iochroma; ; ;Medellin;Volador
-75,57630887;6,26297655;Leucaena leucocephala;tree;university;mature;Fabaceae;Leucaena; ; ;Medellin;Volador
-75,57632206;6,26294784;Annona muricata;tree;university;mature;Annonaceae;Annona; ; ;Medellin;Volador
-75,57599255;6,26298154;Handroanthus heptaphyllus;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57689468;6,26399001;Hymenaea courbaril;tree;university;young;Fabaceae;Hymenaea; ; ;Medellin;Volador
-75,57703014;6,26391526;Hura crepitans;tree;university;mature;Euphorbiaceae;Hura; ; ;Medellin;Volador
-75,57705788;6,26346281;Tithonia diversifolia;tree;university;mature;Asteraceae;Tithonia; ; ;Medellin;Volador
-75,5771256;6,26343547;Tithonia diversiflora;tree;university;mature;Asteraceae;Tithonia; ; ;Medellin;Volador
-75,57707994;6,2634478;Salix humboldtiana;tree;university;mature;Salicaceae;Salix; ; ;Medellin;Volador
-75,57712641;6,26348656;Annona muricata;tree;university;mature;Annonaceae;Annona; ; ;Medellin;Volador
-75,57712714;6,26350224;Spondias mangifera;tree;university;mature;Anacardiaceae;Spondias; ; ;Medellin;Volador
-75,57701844;6,26352498;Trichantera gigantea;tree;university;mature;Acanthaceae;Trichanthera; ; ;Medellin;Volador
-75,57707403;6,26352627;Trichantera gigantea;tree;university;mature;Acanthaceae;Trichanthera; ; ;Medellin;Volador
-75,57704889;6,2634984;Casearia sp.;tree;university;mature;Salicaceae;Casearia; ; ;Medellin;Volador
-75,57703538;6,26350927;Casearia sp.;tree;university;mature;Salicaceae;Casearia; ; ;Medellin;Volador
-75,57705679;6,26345878;Kigelia pinnata;tree;university;mature;Bignoniaceae;Kigelia; ; ;Medellin;Volador
-75,57694246;6,26377088;Citharexylum sp.;tree;university;young;Verbenaceae;Citharexylum; ; ;Medellin;Volador
-75,57650417;6,26547529;Tecoma stans;tree;university;mature;Bignoniaceae;Tecoma; ; ;Medellin;Volador
-75,57656619;6,26546829;Tecoma stans;tree;university;mature;Bignoniaceae;Tecoma; ; ;Medellin;Volador
-75,57646979;6,26537237;Euterpe sp.;tree;university;mature;Arecaceae;Prestoea;palm; ;Medellin;Volador
-75,57650289;6,26526517;Euterpe sp.;tree;university;mature;Arecaceae;Prestoea;palm; ;Medellin;Volador
-75,5764892;6,26524542;Euterpe sp.;tree;university;mature;Arecaceae;Prestoea;palm; ;Medellin;Volador
-75,5759002;6,2647802;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,57657804;6,26483993;Rubiaceae;tree;university;mature;Rubiaceae; ; ; ;Medellin;Volador
-75,57656773;6,26505009;Cryosophila kalbreyeri;tree;university;mature;Arecaceae;Cryosophila;palm; ;Medellin;Volador
-75,57660088;6,2649613;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57661022;6,26488964;Socratea exorrhiza;tree;university;mature;Arecaceae;Socratea;palm; ;Medellin;Volador
-75,57660348;6,26491559;Socratea exorrhiza;tree;university;mature;Arecaceae;Socratea;palm; ;Medellin;Volador
-75,57661697;6,26486438;Socratea exorrhiza;tree;university;mature;Arecaceae;Socratea;palm; ;Medellin;Volador
-75,57651095;6,26522285;Euterpe sp.;tree;university;mature;Arecaceae;Prestoea;palm; ;Medellin;Volador
-75,57650897;6,265244;Euterpe sp.;tree;university;mature;Arecaceae;Prestoea;palm; ;Medellin;Volador
-75,57651356;6,26518191;Euterpe sp.;tree;university;mature;Arecaceae;Prestoea;palm; ;Medellin;Volador
-75,5765109;6,26520306;Euterpe sp.;tree;university;mature;Arecaceae;Prestoea;palm; ;Medellin;Volador
-75,57656164;6,26506784;Cryosophila kalbreyeri;tree;university;mature;Arecaceae;Cryosophila;palm; ;Medellin;Volador
-75,57656563;6,26503099;Cryosophila kalbreyeri;tree;university;mature;Arecaceae;Cryosophila;palm; ;Medellin;Volador
-75,57656225;6,2650426;Cryosophila kalbreyeri;tree;university;mature;Arecaceae;Cryosophila;palm; ;Medellin;Volador
-75,57671192;6,26445137;Trichostigma octandrum;tree;university;mature;Phytolaccaceae;Trichostigma; ; ;Medellin;Volador
-75,57673513;6,2644629;Acnistus arborescens;tree;university;mature;Solanaceae;Iochroma; ; ;Medellin;Volador
-75,57674862;6,2644117;Hamelia patens;tree;university;mature;Rubiaceae;Hamelia; ; ;Medellin;Volador
-75,57674867;6,26442943;Hamelia patens;tree;university;mature;Rubiaceae;Hamelia; ; ;Medellin;Volador
-75,57697914;6,26466619;Leucaena leucocephala;tree;university;mature;Fabaceae;Leucaena; ; ;Medellin;Volador
-75,57695651;6,2646335;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57729393;6,26485017;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57668274;6,26473935;Kigelia pinnata;tree;university;mature;Bignoniaceae;Kigelia; ; ;Medellin;Volador
-75,57663832;6,26475652;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,57665771;6,26456818;Socratea exorrhiza;tree;university;mature;Arecaceae;Socratea;palm; ;Medellin;Volador
-75,57667276;6,2645852;Trichostigma octandrum;tree;university;mature;Phytolaccaceae;Trichostigma; ; ;Medellin;Volador
-75,57671142;6,2645155;Peltogyne sp.;tree;university;mature;Fabaceae;Peltogyne; ; ;Medellin;Volador
-75,57668963;6,26452648;Bauhinia kalbreyeri;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57715786;6,26524833;Leucaena leucocephala;tree;university;mature;Fabaceae;Leucaena; ; ;Medellin;Volador
-75,57720663;6,26516092;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57719219;6,26498357;Myrciaria cauliflora;tree;university;mature;Myrtaceae;Plinia; ; ;Medellin;Volador
-75,57717164;6,26547747;Leucaena leucocephala;tree;university;mature;Fabaceae;Leucaena; ; ;Medellin;Volador
-75,57771534;6,26439802;Stemmadenia litoralis;tree;university;mature;Apocynaceae;Tabernaemontana; ; ;Medellin;Volador
-75,57762954;6,26467251;Dypsis lutescens;tree;university;mature;Arecaceae;Dypsis;palm; ;Medellin;Volador
-75,57758565;6,26434381;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57732602;6,26462631;Veitchia merrillii;tree;university;young;Arecaceae;Adonidia;palm; ;Medellin;Volador
-75,57728775;6,26459504;Veitchia merrillii;tree;university;young;Arecaceae;Adonidia;palm; ;Medellin;Volador
-75,57740514;6,26464109;Veitchia merrillii;tree;university; ;Arecaceae;Adonidia;palm;0;Medellin;Volador
-75,57727244;6,26520293;Trichantera gigantea;tree;university;mature;Acanthaceae;Trichanthera; ; ;Medellin;Volador
-75,57699967;6,26379504;Azadirachta indica;tree;university; ;Meliaceae;Azadirachta; ;0;Medellin;Volador
-75,57668682;6,26150363;Juglans neotropica;tree;university;mature;Juglandaceae;Juglans; ; ;Medellin;Volador
-75,57641416;6,26610651;Moraceae;tree;university;mature;Moraceae; ; ; ;Medellin;Volador
-75,57590584;6,26167133;Ficus sp.;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57730541;6,26377398;Leucaena leucocephala;tree;university;mature;Fabaceae;Leucaena; ; ;Medellin;Volador
-75,5762025;6,26104692;Pereskia bleo;tree;university;mature;Cactaceae;Leuenbergeria; ; ;Medellin;Volador
-75,5758925;6,26108676;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57539596;6,26149344;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57553492;6,26148262;Orania palindan;tree;university;mature;Arecaceae;Orania;palm; ;Medellin;Volador
-75,57550831;6,26152976;Elaeis oleifera;tree;university;mature;Arecaceae;Elaeis;palm; ;Medellin;Volador
-75,57568921;6,26153367;Buchenavia reticulata;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57562661;6,26150759;Schizolobium parahyba;tree;university;mature;Fabaceae;Schizolobium; ; ;Medellin;Volador
-75,57552238;6,26159862;Archontophoenix alexandrae;tree;university;mature;Arecaceae;Archontophoenix;palm; ;Medellin;Volador
-75,57557216;6,26159505;Centrolobium yavizanum;tree;university;mature;Fabaceae;Centrolobium; ; ;Medellin;Volador
-75,57553547;6,26134331;Centrolobium yavizanum;tree;university;mature;Fabaceae;Centrolobium; ; ;Medellin;Volador
-75,57557009;6,26142141;Spondias mombin;tree;university;mature;Anacardiaceae;Spondias; ; ;Medellin;Volador
-75,57563957;6,2614371;Nectandra sp.;tree;university;mature;Thymelaeaceae;Gnidia; ; ;Medellin;Volador
-75,5755244;6,2614221;Terminalia oblonga;tree;university;young;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57631141;6,26130913;Rhapis excelsa;tree;university;mature;Arecaceae;Rhapis;palm; ;Medellin;Volador
-75,57625513;6,26130492;Lytocaryum weddellianum;tree;university;mature;Arecaceae;Syagrus;palm; ;Medellin;Volador
-75,57635211;6,26121445;Licuala spinosa;tree;university;mature;Arecaceae;Licuala;palm; ;Medellin;Volador
-75,57628562;6,26126821;Brownea ariza;tree;university;mature;Fabaceae;Brownea; ; ;Medellin;Volador
-75,57636315;6,26125706;Cespedesia spathulata;tree;university;young;Ochnaceae;Cespedesia; ; ;Medellin;Volador
-75,57636876;6,26130733;Coccothrinax argentata;tree;university;mature;Arecaceae;Coccothrinax;palm; ;Medellin;Volador
-75,57582112;6,26148424;Veitchia merrillii;tree;university;mature;Arecaceae;Adonidia;palm; ;Medellin;Volador
-75,57538185;6,26160318;Bactris gasipaes;tree;university;mature;Arecaceae;Bactris;palm; ;Medellin;Volador
-75,57622823;6,2612558;Brassiophoenix schumanii;tree;university;mature;Arecaceae;Brassiophoenix;palm; ;Medellin;Volador
-75,57622764;6,26124105;Brassiophoenix schumanii;tree;university;mature;Arecaceae;Brassiophoenix;palm; ;Medellin;Volador
-75,57623583;6,26123829;Brassiophoenix schumanii;tree;university;mature;Arecaceae;Brassiophoenix;palm; ;Medellin;Volador
-75,57623751;6,26125468;Brassiophoenix schumanii;tree;university;mature;Arecaceae;Brassiophoenix;palm; ;Medellin;Volador
-75,57622891;6,26130445;Aiphanes horrida;tree;university;mature;Arecaceae;Aiphanes;palm; ;Medellin;Volador
-75,57625164;6,2612295;Iriartea deltoidea;tree;university;mature;Arecaceae;Iriartea;palm; ;Medellin;Volador
-75,57653697;6,26105651;Citrus sp.;tree;university;mature;Rutaceae;Citrus; ; ;Medellin;Volador
-75,57648678;6,26108125;Persea caerulea;tree;university;mature;Lauraceae;Persea; ; ;Medellin;Volador
-75,57653611;6,26113795;Veitchia merrillii;tree;university;mature;Arecaceae;Adonidia;palm; ;Medellin;Volador
-75,57656544;6,26108061;Veitchia merrillii;tree;university;mature;Arecaceae;Adonidia;palm; ;Medellin;Volador
-75,57655079;6,26130708;Livistona rotundifolia;tree;university;mature;Arecaceae;Saribus;palm; ;Medellin;Volador
-75,57657119;6,26118322;Pinanga sp.;tree;university;mature;Arecaceae;Pinanga;palm; ;Medellin;Volador
-75,5764359;6,26061163;Terminalia sp.;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57658512;6,26089321;Calliandra haematocephala;tree;university;mature;Fabaceae;Calliandra; ; ;Medellin;Volador
-75,57640707;6,2610935;Veitchia montgomeryana;tree;university;mature;Arecaceae;Veitchia;palm; ;Medellin;Volador
-75,57637312;6,26106517;Cespedesia spathulata;tree;university;mature;Ochnaceae;Cespedesia; ; ;Medellin;Volador
-75,57649054;6,26105664;Dypsis lutescens;tree;university;mature;Arecaceae;Dypsis;palm; ;Medellin;Volador
-75,57645997;6,26106329;Dypsis lutescens;tree;university;mature;Arecaceae;Dypsis;palm; ;Medellin;Volador
-75,57623269;6,26056795;Zygia longifolia;tree;university;mature;Fabaceae;Zygia; ; ;Medellin;Volador
-75,5762172;6,26069325;Zygia longifolia;tree;university;mature;Fabaceae;Zygia; ; ;Medellin;Volador
-75,57621708;6,26064953;Zygia longifolia;tree;university;mature;Fabaceae;Zygia; ; ;Medellin;Volador
-75,57615248;6,26079264;Couroupita darienensis;tree;university;mature;Lecythidaceae;Couroupita; ; ;Medellin;Volador
-75,576219;6,26074941;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57621135;6,26082083;Zygia longifolia;tree;university;mature;Fabaceae;Zygia; ; ;Medellin;Volador
-75,57618801;6,26080129;Cojoba arborea;tree;university;mature;Fabaceae;Cojoba; ; ;Medellin;Volador
-75,57644039;6,26065316;Anacardium excelsum;tree;university;mature;Anacardiaceae;Anacardium; ; ;Medellin;Volador
-75,57642751;6,260792;Schizolobium parahyba;tree;university;mature;Fabaceae;Schizolobium; ; ;Medellin;Volador
-75,57643434;6,260745;Caesalpinia pluviosa var, peltophoroides;tree;university;mature;Fabaceae;Cenostigma; ; ;Medellin;Volador
-75,57639066;6,26089486;Licania arborea;tree;university;mature;Chrysobalanaceae;Microdesmia; ; ;Medellin;Volador
-75,57642327;6,26084664;Eucalyptus citriodora;tree;university;mature;Myrtaceae;Corymbia; ; ;Medellin;Volador
-75,5764352;6,26089355;Diospyros digyna;tree;university;mature;Ebenaceae;Diospyros; ; ;Medellin;Volador
-75,57553014;6,26049011;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57572839;6,26052616;Lagerstroemia speciosa;tree;university;mature;Lythraceae;Lagerstroemia; ; ;Medellin;Volador
-75,57542446;6,26062314;Butia capitata;tree;university;mature;Arecaceae;Butia;palm; ;Medellin;Volador
-75,57548446;6,26055897;Araucaria excelsa;tree;university;mature;Araucariaceae;Araucaria; ; ;Medellin;Volador
-75,57551792;6,26056588;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57550155;6,26061522;Coccothrinax argentata;tree;university;mature;Arecaceae;Coccothrinax;palm; ;Medellin;Volador
-75,57571646;6,2606046;Guazuma ulmifolia;tree;university;mature;Malvaceae;Guazuma; ; ;Medellin;Volador
-75,5756506;6,26059609;Fabaceae;tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57530074;6,26074189;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57528911;6,26086985;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57532293;6,26060886;Psidium guajava;tree;university;young;Myrtaceae;Psidium; ; ;Medellin;Volador
-75,5753085;6,2606491;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57523608;6,26046327;Psidium guajava;tree;university;mature;Myrtaceae;Psidium; ; ;Medellin;Volador
-75,57532354;6,26053472;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57533074;6,26042319;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57544648;6,26074721;Cavanillesia platanifolia;tree;university;mature;Malvaceae;Cavanillesia; ; ;Medellin;Volador
-75,57538568;6,26072879;Butia capitata;tree;university;mature;Arecaceae;Butia;palm; ;Medellin;Volador
-75,57563601;6,26091065;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57560159;6,26083316;Ficus auriculata;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57546545;6,26085806;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57556541;6,26089611;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57540247;6,26092474;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57531743;6,2608419;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57567959;6,2606512;Bauhinia kalbreyeri;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57568843;6,26068656;Cascabela thevetia;tree;university;mature;Apocynaceae;Cascabela; ; ;Medellin;Volador
-75,57572991;6,26067661;Bauhinia kalbreyeri;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57572007;6,26086412;Tectona grandis;tree;university;mature;Lamiaceae;Tectona; ; ;Medellin;Volador
-75,5756703;6,26075867;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57545175;6,26067895;Araucaria excelsa;tree;university;mature;Araucariaceae;Araucaria; ; ;Medellin;Volador
-75,5755776;6,26108863;Calliandra haematocephala;tree;university;mature;Fabaceae;Calliandra; ; ;Medellin;Volador
-75,57564692;6,26107039;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,5754962;6,26108708;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,5754055;6,26107641;Phoenix canariensis;tree;university;mature;Arecaceae;Phoenix;palm; ;Medellin;Volador
-75,5756913;6,26111864;Cassia grandis;tree;university;mature;Fabaceae;Cassia; ; ;Medellin;Volador
-75,5756438;6,26112588;Cespedesia spathulata;tree;university;mature;Ochnaceae;Cespedesia; ; ;Medellin;Volador
-75,57557116;6,26113046;Annona muricata;tree;university;mature;Annonaceae;Annona; ; ;Medellin;Volador
-75,5756445;6,26118108;Anacardium excelsum;tree;university;mature;Anacardiaceae;Anacardium; ; ;Medellin;Volador
-75,5754991;6,26095329;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57545551;6,26094262;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57553261;6,2610248;Bactris gasipaes;tree;university;mature;Arecaceae;Bactris;palm; ;Medellin;Volador
-75,57554942;6,26097611;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57559441;6,2610454;Phoenix reclinata;tree;university;mature;Arecaceae;Phoenix;palm; ;Medellin;Volador
-75,57560573;6,26099398;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57569775;6,26108063;Cespedesia spathulata;tree;university;mature;Ochnaceae;Cespedesia; ; ;Medellin;Volador
-75,57566697;6,26101403;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57563226;6,26129399;Jacaranda mimosifolia;tree;university;mature;Bignoniaceae;Jacaranda; ; ;Medellin;Volador
-75,57558625;6,2612493;Caryodaphnopsis sp,;tree;university;young;Lauraceae;Caryodaphnopsis; ; ;Medellin;Volador
-75,57569842;6,2612932;Malvaceae;tree;university;mature;Malvaceae; ; ; ;Medellin;Volador
-75,57565299;6,26138511;Zygia longifolia;tree;university;mature;Fabaceae;Zygia; ; ;Medellin;Volador
-75,57571825;6,26137505;Sabal mauritiiformis;tree;university;mature;Arecaceae;Sabal;palm; ;Medellin;Volador
-75,57539401;6,2614044;Andira sp.;tree;university;mature;Fabaceae;Andira; ; ;Medellin;Volador
-75,57563641;6,26121827;Archontophoenix alexandrae;tree;university;mature;Arecaceae;Archontophoenix;palm; ;Medellin;Volador
-75,57568725;6,26123015;Astronium graveolens;tree;university;mature;Anacardiaceae;Astronium; ; ;Medellin;Volador
-75,5754942;6,2611509;Pithecellobium dulce;tree;university;mature;Fabaceae;Pithecellobium; ; ;Medellin;Volador
-75,57538845;6,26114732;Pterygota excelsa;tree;university;mature;Malvaceae;Pterygota; ; ;Medellin;Volador
-75,57550549;6,26120921;Pithecellobium dulce;tree;university;mature;Fabaceae;Pithecellobium; ; ;Medellin;Volador
-75,57557564;6,26116871;Cespedesia spathulata;tree;university;mature;Ochnaceae;Cespedesia; ; ;Medellin;Volador
-75,57539442;6,26128868;Pithecellobium sp.;tree;university;young;Fabaceae;Phythecellobium; ; ;Medellin;Volador
-75,57579068;6,26144084;Pterocarpus officinalis;tree;university;mature;Fabaceae;Pterocarpus; ; ;Medellin;Volador
-75,57585945;6,26142097;Anacardium excelsum;tree;university;mature;Anacardiaceae;Anacardium; ; ;Medellin;Volador
-75,5758281;6,26154022;Citrus sp.;tree;university;mature;Rutaceae;Citrus; ; ;Medellin;Volador
-75,57584877;6,26150736;Anacardium excelsum;tree;university;mature;Anacardiaceae;Anacardium; ; ;Medellin;Volador
-75,57575506;6,26163342;Uribea tamarindoides;tree;university;mature;Fabaceae;Uribea; ; ;Medellin;Volador
-75,57577003;6,26153377;Swietenia mahagoni;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57593617;6,2615082;Tabebuia rosea;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,5759667;6,26148844;Swietenia mahagoni;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57606463;6,26134933;Caryota urens;tree;university; ;Arecaceae;Caryota;palm;0;Medellin;Volador
-75,57575873;6,26134911;Cecropia peltata;tree;university;mature;Urticaceae;Cecropia; ; ;Medellin;Volador
-75,57598923;6,26134408;Livistona chinensis;tree;university;mature;Arecaceae;Livistona;palm; ;Medellin;Volador
-75,57602857;6,26134724;Bauhinia variegata;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57589315;6,26136293;Attalea butyracea;tree;university;mature;Arecaceae;Attalea;palm; ;Medellin;Volador
-75,57594683;6,26141744;Attalea butyracea;tree;university;mature;Arecaceae;Attalea;palm; ;Medellin;Volador
-75,57624064;6,26160594;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57624767;6,26160966;Cynometra sp.;tree;university;mature;Fabaceae;Cynometra; ; ;Medellin;Volador
-75,57623389;6,26156652;Triplaris americana;tree;university;mature;Polygonaceae;Triplaris; ; ;Medellin;Volador
-75,57619408;6,26156604;Ficus lyrata;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57620865;6,26157265;Geonoma interrupta;tree;university;mature;Arecaceae;Geonoma;palm; ;Medellin;Volador
-75,57639296;6,26162965;Areca triandra;tree;university;mature;Arecaceae;Areca;palm; ;Medellin;Volador
-75,57638487;6,2616182;Areca triandra;tree;university;mature;Arecaceae;Areca;palm; ;Medellin;Volador
-75,57595706;6,26155433;Caryodendron orinocense;tree;university;mature;Euphorbiaceae;Caryodendron; ; ;Medellin;Volador
-75,57587506;6,26154764;Macrocnemum roseum;tree;university;mature;Rubiaceae;Macrocnemum; ; ;Medellin;Volador
-75,5760234;6,26145084;Latania lontaroides;tree;university;mature;Arecaceae;Latania;palm; ;Medellin;Volador
-75,57606151;6,26140481;Caryota urens;tree;university; ;Arecaceae;Caryota;palm;0;Medellin;Volador
-75,57605831;6,26164173;Salacca edulis;tree;university;mature;Arecaceae;Salacca;palm; ;Medellin;Volador
-75,57599627;6,26151582;Sabal mauritiiformis;tree;university;mature;Arecaceae;Sabal;palm; ;Medellin;Volador
-75,57605911;6,26157017;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57635782;6,2615267;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57634964;6,26149456;Howea forsteriana;tree;university; ;Arecaceae;Howea;palm;0;Medellin;Volador
-75,57638645;6,2615266;Stemmadenia litoralis;tree;university;mature;Apocynaceae;Tabernaemontana; ; ;Medellin;Volador
-75,57642663;6,26153841;Stemmadenia litoralis;tree;university;mature;Apocynaceae;Tabernaemontana; ; ;Medellin;Volador
