x;y;species;natural;denotation;age;family;genus;leaf_type;health;object:city;relation:site
-75,57667237;6,26596762;Ficus sp.;Tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57670018;6,266058;Triplaris americana;Tree;university;mature;Polygonaceae;Triplaris; ; ;Medellin;Volador
-75,57665662;6,26606796;Terminalia sp.;Tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57682178;6,26633306;Dilodendron costaricense;Tree;university;mature;Sapindaceae;Dilodendron; ; ;Medellin;Volador
-75,57685576;6,2663507;Fabaceae;Tree;university;new planting;Fabaceae; ; ; ;Medellin;Volador
-75,57660431;6,26634319;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57677972;6,26625045;Pouteria sp.;Tree;university;mature;Sapotaceae;Pouteria; ; ;Medellin;Volador
-75,57664575;6,26625698;Caesalpinia ebano;Tree;university;mature;Fabaceae;Caesalpinia; ; ;Medellin;Volador
-75,57629743;6,26606864;Bauhinia picta;Tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57636886;6,26614011;Bignoniaceae;Tree;university;mature;Bignoniaceae; ; ; ;Medellin;Volador
-75,57652973;6,26591547;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57656218;6,26574529;Anacardium excelsum;Tree;university;mature;Anacardiaceae;Anacardium; ; ;Medellin;Volador
-75,57662673;6,26609787;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57633204;6,2660453;Melastomataceae;Tree;university;mature;Melastomataceae; ; ; ;Medellin;Volador
-75,57682273;6,26640049;Ceiba speciosa;Tree;university;mature;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57677184;6,26637123;Ceiba pentandra;Tree;university;mature;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57681306;6,26644648;Caesalpinia ebano;Tree;university;mature;Fabaceae;Caesalpinia; ; ;Medellin;Volador
-75,57689777;6,26632564;Byrsonima sp.;Tree;university;mature;Malpighiaceae;Byrsonima; ; ;Medellin;Volador
-75,57683864;6,26633795;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,5767358;6,26651604;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57663528;6,2664949;Melicoccus bijugatus;Tree;university;mature;Sapindaceae;Melicoccus; ; ;Medellin;Volador
-75,57668702;6,26655518;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57669161;6,26643444;Albizia guachapele;Tree;university;mature;Fabaceae;Albizia; ; ;Medellin;Volador
-75,57667105;6,26647087;Parkia pendula;Tree;university;mature;Fabaceae;Parkia; ; ;Medellin;Volador
-75,57670326;6,26638734;Myrtaceae;Tree;university;mature;Myrtaceae; ; ; ;Medellin;Volador
-75,57652108;6,26584667;Handroanthus sp.;Tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57679465;6,26601211;Erythrina fusca;Tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57647807;6,26609308;Grewioideae sp.;Tree;university;mature;Malvaceae;Grewioideae; ; ;Medellin;Volador
-75,57655988;6,2663746;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57675447;6,26643748;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57677081;6,26647377;Pentaclethra macroloba;Tree;university;young;Fabaceae;Pentaclethra; ; ;Medellin;Volador
-75,57673425;6,26647233;Parkia pendula;Tree;university;mature;Fabaceae;Parkia; ; ;Medellin;Volador
-75,57675781;6,26657884;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57668973;6,26658732;Acoelorraphe wrightii;Tree;university;mature;Arecaceae;Acoelorraphe;palm; ;Medellin;Volador
-75,57672174;6,26651055;Dilodendron costaricense;Tree;university;mature;Sapindaceae;Dilodendron; ; ;Medellin;Volador
-75,57666313;6,26644969;Dilodendron costaricense;Tree;university;mature;Sapindaceae;Dilodendron; ; ;Medellin;Volador
-75,57662775;6,26651256;Rubiaceae;Tree;university;mature;Rubiaceae; ; ; ;Medellin;Volador
-75,57667526;6,26655978;Lauraceae;Tree;university;mature;Lauraceae; ; ; ;Medellin;Volador
-75,57657167;6,26654467;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57657679;6,2665127;Ficus sp.;Tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57653891;6,26652051;Meliaceae;Tree;university;mature;Meliaceae; ; ; ;Medellin;Volador
-75,57669075;6,26636064;Phyllanthaceae;Tree;university;mature;Phyllanthaceae; ; ; ;Medellin;Volador
-75,57670887;6,26632607;Bauhinia sp.;Tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57675486;6,26632056;Leucaena leucocephala;Tree;university;mature;Fabaceae;Leucaena; ; ;Medellin;Volador
-75,57652056;6,26649864;Apocynaceae;Tree;university;mature;Apocynaceae; ; ; ;Medellin;Volador
-75,5765934;6,26648314;Inga sp.;Tree;university;mature;Fabaceae;Inga; ; ;Medellin;Volador
-75,57662097;6,26644419;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57664107;6,26640414;Moraceae;Tree;university;mature;Moraceae; ; ; ;Medellin;Volador
-75,57647147;6,26639305;Gustavia superba;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57665912;6,2663491;Clusia;Tree;university;mature;Clusiaceae;Clusia; ; ;Medellin;Volador
-75,5766762;6,26630929;Meliaceae;Tree;university;mature;Meliaceae; ; ; ;Medellin;Volador
-75,57666073;6,26641708;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57669271;6,26627597;Guazuma ulmifolia;Tree;university;mature;Malvaceae;Guazuma; ; ;Medellin;Volador
-75,57667109;6,2662772;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57666311;6,26625491;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,576626;6,2662492;Mangifera indica;Tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57660663;6,26624591;Erythrina fusca;Tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,5766241;6,26621411;Sapium sp.;Tree;university;mature;Euphorbiaceae;Sapium; ; ;Medellin;Volador
-75,57675085;6,26620423;Albizia guachapele;Tree;university;mature;Fabaceae;Albizia; ; ;Medellin;Volador
-75,57673591;6,26621911;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57669158;6,26619991;Margaritaria nobilis;Tree;university;mature;Phyllanthaceae;Margaritaria; ; ;Medellin;Volador
-75,57673683;6,26615041;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57668478;6,26611375;Bursera simaruba;Tree;university;mature;Burseraceae;Bursera; ; ;Medellin;Volador
-75,57647066;6,2661001;Simarouba amara;Tree;university;mature;Simaroubaceae;Simarouba; ; ;Medellin;Volador
-75,57650979;6,26610369;Phyllanthaceae;Tree;university;mature;Phyllanthaceae; ; ; ;Medellin;Volador
-75,57648444;6,26604095;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,57652236;6,26605525;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57650152;6,26600011;Phyllanthaceae;Tree;university;mature;Phyllanthaceae; ; ; ;Medellin;Volador
-75,57653521;6,26600656;Platymiscium sp.;Tree;university;mature;Fabaceae;Platymiscium; ; ;Medellin;Volador
-75,57651597;6,26596346;Clusiaceae;Tree;university;mature;Clusiaceae; ; ; ;Medellin;Volador
-75,57653726;6,26593106;Clusia;Tree;university;mature;Clusiaceae;Clusia; ; ;Medellin;Volador
-75,57657244;6,26594151;Phyllanthaceae;Tree;university;mature;Phyllanthaceae; ; ; ;Medellin;Volador
-75,57662679;6,26599005;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57661389;6,2660427;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,5765968;6,26610483;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57655103;6,26608026;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57657467;6,26612918;Gustavia sp.;Tree;university;mature;Lecythidaceae;Gustavia; ; ;Medellin;Volador
-75,5765777;6,26617361;Albizia guachapele;Tree;university;mature;Fabaceae;Albizia; ; ;Medellin;Volador
-75,57653027;6,26616343;Himatanthus articulatus;Tree;university;mature;Apocynaceae;Himatanthus; ; ;Medellin;Volador
-75,576581;6,26593995;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57661581;6,2659376;Solanaceae;Tree;university;mature;Solanaceae; ; ; ;Medellin;Volador
-75,57663239;6,26595125;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57658219;6,26586652;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57655729;6,26584087;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57661998;6,2658595;Maclura tinctoria;Tree;university;mature;Moraceae;Maclura; ; ;Medellin;Volador
-75,57657499;6,26579147;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57661584;6,2658067;Fabaceae;Tree;university;mature;Fabaceae; ; ; ;Medellin;Volador
-75,57660766;6,26577015;Solanaceae;Tree;university;mature;Solanaceae; ; ; ;Medellin;Volador
-75,57927356;6,25992507;Tocoyena pittieri;tree;university;mature;Rubiaceae;Tocoyena; ; ;Medellin;Volador
-75,57932362;6,25995608;Mimosa caesalpiniifolia;tree;university;mature;Fabaceae;Mimosa; ; ;Medellin;Volador
-75,57915171;6,25991092;Delonix regia;tree;university;mature;Fabaceae;Delonix; ; ;Medellin;Volador
-75,57921681;6,25991449;Schotia brachypetala;tree;university;mature;Fabaceae;Schotia; ; ;Medellin;Volador
-75,57934705;6,25986557;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57926678;6,25985137;Pterygota excelsa;tree;university;mature;Malvaceae;Pterygota; ; ;Medellin;Volador
-75,57924584;6,2597886;Annona purpurea;tree;university;mature;Annonaceae;Annona; ; ;Medellin;Volador
-75,57931016;6,2597913;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57948662;6,25984451;Albizia saman;tree;university;mature;Fabaceae;Samanea; ; ;Medellin;Volador
-75,57959478;6,25986232;Cinnamomum triplinerve;tree;university; ;Lauraceae;Aiouea; ;0;Medellin;Volador
-75,57938965;6,25983315;Cordia alliodora;tree;university;mature;Cordiaceae;Cordia; ; ;Medellin;Volador
-75,57942918;6,25981736;Vatairea sp.;tree;university;mature;Fabaceae;Vatairea; ; ;Medellin;Volador
-75,57942822;6,26003522;Cecropia peltata;tree;university;mature;Urticaceae;Cecropia; ; ;Medellin;Volador
-75,57944277;6,25999228;Cecropia peltata;tree;university;mature;Urticaceae;Cecropia; ; ;Medellin;Volador
-75,57939718;6,25994328;Platypodium elegans;tree;university;mature;Fabaceae;Platypodium; ; ;Medellin;Volador
-75,57944407;6,2598838;Ficus sp.;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57919966;6,25978831;Albizia saman;tree;university;mature;Fabaceae;Samanea; ; ;Medellin;Volador
-75,57915638;6,2598412;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57839396;6,26009429;Schinus terebinthifolius;tree;university;mature;Anacardiaceae;Schinus; ; ;Medellin;Volador
-75,57846574;6,26010811;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57838333;6,2601265;Dypsis lutescens;tree;university;mature;Arecaceae;Dypsis;palm; ;Medellin;Volador
-75,57839495;6,26015122;Swinglea glutinosa;tree;university;mature;Rutaceae;Swinglea; ; ;Medellin;Volador
-75,57861586;6,25983869;Ormosia macrophylla;tree;university;mature;Fabaceae;Ormosia; ; ;Medellin;Volador
-75,57855163;6,25986775;Dilodendron costarricense;tree;university;mature;Sapindaceae;Dilodendron; ; ;Medellin;Volador
-75,57860204;6,25990557;Couroupita guianensis;tree;university;mature;Lecythidaceae;Couroupita; ; ;Medellin;Volador
-75,57852935;6,25998327;Pachira quinata;tree;university;mature;Malvaceae;Pochota; ; ;Medellin;Volador
-75,57849376;6,25997107;Cavanillesia platanifolia;tree;university;mature;Malvaceae;Cavanillesia; ; ;Medellin;Volador
-75,57907491;6,25991818;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57861692;6,26028013;Syzygium malaccense;tree;university;mature;Myrtaceae;Syzygium; ; ;Medellin;Volador
-75,5790814;6,2597771;Annona purpurea;tree;university;mature;Annonaceae;Annona; ; ;Medellin;Volador
-75,57907763;6,25984222;Acacia auriculiformis;tree;university;mature;Fabaceae;Acacia; ; ;Medellin;Volador
-75,57837191;6,26016778;Dypsis lutescens;tree;university;mature;Arecaceae;Dypsis;palm; ;Medellin;Volador
-75,57837019;6,26014551;Persea americana;tree;university;mature;Lauraceae;Persea; ; ;Medellin;Volador
-75,57842023;6,26022456;Margaritaria nobilis;tree;university;mature;Phyllanthaceae;Margaritaria; ; ;Medellin;Volador
-75,57839832;6,26017761;Swinglea glutinosa;tree;university;mature;Rutaceae;Swinglea; ; ;Medellin;Volador
-75,57848917;6,26023016;Aniba puchury-minor;tree;university;mature;Lauraceae;Aniba; ; ;Medellin;Volador
-75,57841035;6,26034673;Trichilia hirta;tree;university;mature;Meliaceae;Trichilia; ; ;Medellin;Volador
-75,57844974;6,26027978;Ceiba pentandra;tree;university;mature;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57875409;6,26015846;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57877464;6,26007175;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57872937;6,26025506;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57874242;6,26020387;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,579356;6,25996407;Cordia alliodora;tree;university;mature;Cordiaceae;Cordia; ; ;Medellin;Volador
-75,5787196;6,26029882;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57937495;6,25978286;Ceiba speciosa;tree;university;mature;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57947522;6,25982254;Jacaranda mimosifolia;tree;university;mature;Bignoniaceae;Jacaranda; ; ;Medellin;Volador
-75,57902079;6,25973931;Pseudobombax septenatum;tree;university;mature;Malvaceae;Pseudobombax; ; ;Medellin;Volador
-75,57886243;6,25988821;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,5788445;6,25982472;Ormosia macrophylla;tree;university;mature;Fabaceae;Ormosia; ; ;Medellin;Volador
-75,57881383;6,25993631;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57882561;6,25988423;Cupania americana;tree;university;mature;Sapindaceae;Cupania; ; ;Medellin;Volador
-75,57878851;6,26002055;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57879664;6,25997844;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,5795653;6,25996016;Erythrina poeppigiana;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57951032;6,26005479;Bactris gasipaes;tree;university;mature;Arecaceae;Bactris;palm; ;Medellin;Volador
-75,57946862;6,26003304;Chrysophyllum cainito;tree;university;mature;Sapotaceae;Chrysophyllum; ; ;Medellin;Volador
-75,57951917;6,25997679;Spondias mangifera;tree;university;mature;Anacardiaceae;Spondias; ; ;Medellin;Volador
-75,57950428;6,25989799;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,57937336;6,2602326;Ephedranthus colombianus;tree;university;mature;Annonaceae;Ephedranthus; ; ;Medellin;Volador
-75,57939148;6,26011788;Platypodium elegans;tree;university;mature;Fabaceae;Platypodium; ; ;Medellin;Volador
-75,57942158;6,26014332;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57945434;6,26022339;Blighia sapida;tree;university;mature;Sapindaceae;Blighia; ; ;Medellin;Volador
-75,57947776;6,26017947;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57954084;6,26020322;Dalbergia nigra;tree;university;mature;Fabaceae;Dalbergia; ; ;Medellin;Volador
-75,57945583;6,26010198;Pseudobombax sp.;tree;university;mature;Malvaceae;Pseudobombax; ; ;Medellin;Volador
-75,57555002;6,26014092;Chrysophyllum cainito;tree;university;mature;Sapotaceae;Chrysophyllum; ; ;Medellin;Volador
-75,5756202;6,26019222;Pithecellobium dulce;tree;university;mature;Fabaceae;Pithecellobium; ; ;Medellin;Volador
-75,57546471;6,26031338;Manilkara sapota;tree;university;mature;Sapotaceae;Manilkara; ; ;Medellin;Volador
-75,57545918;6,26029923;Manilkara sapota;tree;university;mature;Sapotaceae;Manilkara; ; ;Medellin;Volador
-75,57537966;6,26010617;Delonix regia;tree;university; ;Fabaceae;Delonix; ;0;Medellin;Volador
-75,57543312;6,26027963;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
-75,57572962;6,25979582;Delonix regia;tree;university;mature;Fabaceae;Delonix; ; ;Medellin;Volador
-75,57571986;6,25993309;Cariniana pyriformis;tree;university;mature;Lecythidaceae;Cariniana; ; ;Medellin;Volador
-75,575678;6,25993432;Hura crepitans;tree;university;mature;Euphorbiaceae;Hura; ; ;Medellin;Volador
-75,57563737;6,2599996;Sterculia apetala;tree;university;mature;Malvaceae;Sterculia; ; ;Medellin;Volador
-75,57574664;6,25999396;Inga sp.;tree;university;mature;Fabaceae;Inga; ; ;Medellin;Volador
-75,575547;6,25997123;Delonix regia;tree;university;mature;Fabaceae;Delonix; ; ;Medellin;Volador
-75,57651442;6,26007906;Terminalia oblonga;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57632685;6,26015963;Fraxinus uhdei;tree;university;mature;Oleaceae;Fraxinus; ; ;Medellin;Volador
-75,57638635;6,26018955;Spathodea campanulata;tree;university; ;Bignoniaceae;Spathodea; ;0;Medellin;Volador
-75,57628223;6,26020673;Pentaclethra macroloba;tree;university;mature;Fabaceae;Pentaclethra; ; ;Medellin;Volador
-75,57628861;6,26023668;Cyrtostachys renda;tree;university;young;Arecaceae;Cyrtostachys;palm; ;Medellin;Volador
-75,57620847;6,26024953;Fraxinus uhdei;tree;university;mature;Oleaceae;Fraxinus; ; ;Medellin;Volador
-75,57620482;6,26032954;Pithecellobium dulce;tree;university;mature;Fabaceae;Pithecellobium; ; ;Medellin;Volador
-75,57532169;6,26017112;Cordia alliodora;tree;university;mature;Cordiaceae;Cordia; ; ;Medellin;Volador
-75,57535119;6,26012931;Delonix regia;tree;university; ;Fabaceae;Delonix; ;0;Medellin;Volador
-75,57526767;6,26034917;Schefflera actinophylla;tree;university; ;Araliaceae;Heptapleurum; ;0;Medellin;Volador
-75,57532355;6,26023814;Erythrina fusca;tree;university;mature;Fabaceae;Erythrina; ; ;Medellin;Volador
-75,5765651;6,2599758;Couroupita darienensis;tree;university;mature;Lecythidaceae;Couroupita; ; ;Medellin;Volador
-75,57526175;6,26031402;Bischofia javanica;tree;university;mature;Phyllanthaceae;Bischofia; ; ;Medellin;Volador
-75,57657078;6,26016554;Ceiba pentandra;tree;university;mature;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57660211;6,26009277;Crescentia cujete;tree;university;mature;Bignoniaceae;Crescentia; ; ;Medellin;Volador
-75,57633493;6,25990654;Handroanthus chrysanthus;tree;university;young;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57637355;6,25981742;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57628508;6,26004798;Guaiacum officinale;tree;university;mature;Zygophyllaceae;Guaiacum; ; ;Medellin;Volador
-75,5763121;6,2600046;Clarisia biflora;tree;university;mature;Moraceae;Clarisia; ; ;Medellin;Volador
-75,57617652;6,26005196;Hymenaea courbaril;tree;university;mature;Fabaceae;Hymenaea; ; ;Medellin;Volador
-75,57616731;6,26002762;Caesalpinia pulcherrima;tree;university;mature;Fabaceae;Caesalpinia; ; ;Medellin;Volador
-75,57621445;6,25997386;Handroanthus chrysanthus;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57624774;6,26020224;Myrciaria cauliflora;tree;university;mature;Myrtaceae;Plinia; ; ;Medellin;Volador
-75,57625565;6,26014552;Citrus sp.;tree;university;mature;Rutaceae;Citrus; ; ;Medellin;Volador
-75,5763574;6,26006962;Bauhinia variegata;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57647414;6,2598465;Enterolobium cyclocarpum;tree;university;mature;Fabaceae;Enterolobium; ; ;Medellin;Volador
-75,57644541;6,26006459;Spathodea campanulata;tree;university;mature;Bignoniaceae;Spathodea; ; ;Medellin;Volador
-75,57589094;6,25965474;Mangifera indica;tree;university;mature;Anacardiaceae;Mangifera; ; ;Medellin;Volador
-75,57598418;6,25968016;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57576033;6,25964116;Ficus aff, benjamina;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57579694;6,2596161;Ficus benjamina;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57601463;6,25980927;Garcinia madruno;tree;university;mature;Clusiaceae;Garcinia; ; ;Medellin;Volador
-75,5760506;6,25981871;Tabebuia rosea;tree;university;mature;Bignoniaceae;Tabebuia; ; ;Medellin;Volador
-75,57580244;6,25974381;Cespedesia spathulata;tree;university;mature;Ochnaceae;Cespedesia; ; ;Medellin;Volador
-75,57626408;6,2598871;Syzygium malaccense;tree;university;mature;Myrtaceae;Syzygium; ; ;Medellin;Volador
-75,57610902;6,25995787;Handroanthus chrysanthus;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57625202;6,25977409;Guadua angustifolia;tree;university;mature;Poaceae;Guadua; ; ;Medellin;Volador
-75,57611986;6,25973263;Guadua angustifolia;tree;university;mature;Poaceae;Guadua; ; ;Medellin;Volador
-75,57605248;6,25970713;Albizia guachapele;tree;university;mature;Fabaceae;Pseudosamanea; ; ;Medellin;Volador
-75,57904858;6,26141972;Elaeis guineensis;tree;university;mature;Arecaceae;Elaeis;palm; ;Medellin;Volador
-75,57905847;6,26138584;Elaeis guineensis;tree;university;mature;Arecaceae;Elaeis;palm; ;Medellin;Volador
-75,5790341;6,26146437;Syagrus romanzoffiana;tree;university;mature;Arecaceae;Syagrus;palm; ;Medellin;Volador
-75,57913014;6,26144641;Handroanthus chrysanthus;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57907123;6,26154658;Gyrocarpus americanus;tree;university;mature;Hernandiaceae;Gyrocarpus; ; ;Medellin;Volador
-75,57901963;6,26151288;Syagrus romanzoffiana;tree;university;mature;Arecaceae;Syagrus;palm; ;Medellin;Volador
-75,57939936;6,26046114;Handroanthus chrysanthus;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57903553;6,26161974;Ceiba pentandra;tree;university;mature;Malvaceae;Ceiba; ; ;Medellin;Volador
-75,57831283;6,26140067;Buchenavia capitata;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57838386;6,26150729;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57910957;6,26124319;Genipa americana;tree;university;mature;Rubiaceae;Genipa; ; ;Medellin;Volador
-75,57836755;6,26158398;Roystonea regia;tree;university;mature;Arecaceae;Roystonea;palm; ;Medellin;Volador
-75,57906913;6,26134889;Syagrus sancona;tree;university;mature;Arecaceae;Syagrus;palm; ;Medellin;Volador
-75,57908052;6,26130039;Bismarckia nobilis;tree;university;mature;Arecaceae;Bismarckia;palm; ;Medellin;Volador
-75,5795086;6,26058781;Guarea guidonia;tree;university;mature;Meliaceae;Guarea; ; ;Medellin;Volador
-75,57947356;6,26065551;Pogonopus excertus;tree;university;mature;Rubiaceae;Pogonopus; ; ;Medellin;Volador
-75,57938722;6,26038724;Cavanillesia platanifolia;tree;university;mature;Malvaceae;Cavanillesia; ; ;Medellin;Volador
-75,57934885;6,26043312;Ficus sp.;tree;university;mature;Moraceae;Ficus; ; ;Medellin;Volador
-75,57944598;6,26041138;Casimiroa edulis;tree;university;mature;Rutaceae;Casimiroa; ; ;Medellin;Volador
-75,57944114;6,26046644;Gmelina arborea;tree;university;mature;Lamiaceae;Gmelina; ; ;Medellin;Volador
-75,57959603;6,26109382;Pseudobombax septenatum;tree;university;mature;Malvaceae;Pseudobombax; ; ;Medellin;Volador
-75,57957583;6,26104772;Cupania americana;tree;university;mature;Sapindaceae;Cupania; ; ;Medellin;Volador
-75,57961949;6,26124143;Handroanthus ochraceus;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57961591;6,26113878;Hevea brasiliensis;tree;university;mature;Euphorbiaceae;Hevea; ; ;Medellin;Volador
-75,5796439;6,26133468;Caesalpinia pluviosa var, peltophoroides;tree;university;mature;Fabaceae;Cenostigma; ; ;Medellin;Volador
-75,57962841;6,26128971;Handroanthus ochraceus;tree;university;mature;Bignoniaceae;Handroanthus; ; ;Medellin;Volador
-75,57957982;6,26146992;Vitex cooperi;tree;university;mature;Lamiaceae;Vitex; ; ;Medellin;Volador
-75,57966064;6,26143455;Coccoloba acuminata;tree;university;mature;Polygonaceae;Coccoloba; ; ;Medellin;Volador
-75,57943119;6,26073658;Alchornea costaricensis;tree;university; ;Euphorbiaceae;Alchornea; ;0;Medellin;Volador
-75,57950915;6,26077373;Bauhinia sp.;tree;university;mature;Fabaceae;Bauhinia; ; ;Medellin;Volador
-75,57952271;6,26081912;Platypodium elegans;tree;university;mature;Fabaceae;Platypodium; ; ;Medellin;Volador
-75,57955603;6,26099474;Albizia saman;tree;university;mature;Fabaceae;Samanea; ; ;Medellin;Volador
-75,57948241;6,26092408;Mimosa caesalpiniifolia;tree;university;young;Fabaceae;Mimosa; ; ;Medellin;Volador
-75,57568898;6,25987828;Machaerium capote;tree;university;mature;Fabaceae;Machaerium; ; ;Medellin;Volador
-75,57574607;6,2598902;Buchenavia reticulata;tree;university;mature;Combretaceae;Terminalia; ; ;Medellin;Volador
-75,57954173;6,26157982;Vitex cooperi;tree;university;mature;Lamiaceae;Vitex; ; ;Medellin;Volador
-75,57955585;6,26153037;Vitex cooperi;tree;university;mature;Lamiaceae;Vitex; ; ;Medellin;Volador
-75,57956159;6,26123391;Caesalpinia pluviosa var, peltophoroides;tree;university;mature;Fabaceae;Cenostigma; ; ;Medellin;Volador
-75,57952761;6,26162817;Vitex cooperi;tree;university;mature;Lamiaceae;Vitex; ; ;Medellin;Volador
-75,57945139;6,26145052;Spondias mombin;tree;university;mature;Anacardiaceae;Spondias; ; ;Medellin;Volador
-75,57946537;6,26135166;Swietenia macrophylla;tree;university;mature;Meliaceae;Swietenia; ; ;Medellin;Volador
